NUMBER,CVNAME,CVAPETTAG,TYPE,MVDVNAME,MVDVAPETTAG,MVDVNUMBER,GAIN-VALUE,GAIN-TAG
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,1_Vibrating_Feeder2_OP,PID-J141-LIC-G1128.OP,2.2,-2.413519382,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.3.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,2_Vibrating_Feeder1_OP,PID-J142-LIC-G1118.OP,3.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.4.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,2_Vibrating_Feeder2_OP,PID-J142-LIC-G1128.OP,3.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.5.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,3_Vibrating_Feeder1_OP,PID-J143-LIC-G1118.OP,4.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.6.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,3_Vibrating_Feeder2_OP,PID-J143-LIC-G1128.OP,4.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.7.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,4_Vibrating_Feeder1_OP,PID-J144-LIC-G1118.OP,5.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.8.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,4_Vibrating_Feeder2_OP,PID-J144-LIC-G2118.OP,5.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.9.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,1_Tert_Crusher_Cavity_Level,PID-J141-BF-PID.PV,6.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.10.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,1_Tert_Crusher_CSS,YC-J141-CC-01-CSS.PV,6.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.11.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,2_Tert_Crusher_Cavity_Level,PID-J142-BF-PID.PV,7.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.12.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,2_Tert_Crusher_CSS,YC-J142-CC-01-CCS.PV,7.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.13.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,3_Tert_Crusher_Cavity_Level,PID-J143-BF-PID.PV,8.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.14.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,3_Tert_Crusher_CSS,YC-J143-CC-01-CCS.PV,8.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.15.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,4_Tert_Crusher_Cavity_Level,PID-J144-BF-PID.PV,9.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.16.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,4_Tert_Crusher_CSS,YC-J144-CC-01-CCS.PV,9.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.17.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,MV,DMV.SP,,10.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.18.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,DV,Conv_G2700_Weightometer,CNVYR-J154-G2700.RECYCLE-WEIGHTOMETER.MPC-READING,1.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.19.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,DV,Conv_G3000_Weightometer,CNVYR-J154-G3000.TOTAL-PRODUCT-WEIGHTOMETER.MPC-READING,1.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.20.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,DV,1_Conv_Feed1_OP,CNVYR-J141-G3000.HZ-SPEED.RAW,2.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.21.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,DV,1_Conv_Feed2_OP,CNVYR-J141-G3100.HZ-SPEED.RAW,2.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.22.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,DV,2_Conv_Feed1_OP,CNVYR-J142-G3200.HZ-SPEED.RAW,3.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.23.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,DV,2_Conv_Feed2_OP,CNVYR-J142-G3300.HZ-SPEED.RAW,3.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.24.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,DV,3_Conv_Feed1_OP,CNVYR-J143-G3400.HZ-SPEED.RAW,4.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.25.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,DV,3_Conv_Feed2_OP,CNVYR-J143-G3500.HZ-SPEED.RAW,4.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.26.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,DV,4_Conv_Feed1_OP,CNVYR-J144-G3600.HZ-SPEED.RAW,5.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.27.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,DV,4_Conv_Feed2_OP,CNVYR-J144-G3700.HZ-SPEED.RAW,5.2,0,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.28.GAIN-VAL
2.9,1_Bin_Level3,BIN8-J140-BIN-01.LEVEL-03.READING,DV,Oversize_Feed,CNVYR-J153-G2200.WEIGHTOMETER.READING,10.1,0,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.29.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,Fresh_Feed,PID-J130-1.PV,1.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.1.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,1_Vibrating_Feeder1_OP,PID-J141-LIC-G1118.OP,2.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.2.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,1_Vibrating_Feeder2_OP,PID-J141-LIC-G1128.OP,2.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.3.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,2_Vibrating_Feeder1_OP,PID-J142-LIC-G1118.OP,3.1,1.271978378,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.4.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,2_Vibrating_Feeder2_OP,PID-J142-LIC-G1128.OP,3.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.5.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,3_Vibrating_Feeder1_OP,PID-J143-LIC-G1118.OP,4.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.6.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,3_Vibrating_Feeder2_OP,PID-J143-LIC-G1128.OP,4.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.7.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,4_Vibrating_Feeder1_OP,PID-J144-LIC-G1118.OP,5.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.8.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,4_Vibrating_Feeder2_OP,PID-J144-LIC-G2118.OP,5.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.9.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,1_Tert_Crusher_Cavity_Level,PID-J141-BF-PID.PV,6.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.10.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,1_Tert_Crusher_CSS,YC-J141-CC-01-CSS.PV,6.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.11.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,2_Tert_Crusher_Cavity_Level,PID-J142-BF-PID.PV,7.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.12.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,2_Tert_Crusher_CSS,YC-J142-CC-01-CCS.PV,7.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.13.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,3_Tert_Crusher_Cavity_Level,PID-J143-BF-PID.PV,8.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.14.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,3_Tert_Crusher_CSS,YC-J143-CC-01-CCS.PV,8.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.15.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,4_Tert_Crusher_Cavity_Level,PID-J144-BF-PID.PV,9.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.16.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,4_Tert_Crusher_CSS,YC-J144-CC-01-CCS.PV,9.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.17.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,MV,DMV.SP,,10.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.18.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,DV,Conv_G2700_Weightometer,CNVYR-J154-G2700.RECYCLE-WEIGHTOMETER.MPC-READING,1.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.19.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,DV,Conv_G3000_Weightometer,CNVYR-J154-G3000.TOTAL-PRODUCT-WEIGHTOMETER.MPC-READING,1.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.20.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,DV,1_Conv_Feed1_OP,CNVYR-J141-G3000.HZ-SPEED.RAW,2.1,-2.563755512,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.21.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,DV,1_Conv_Feed2_OP,CNVYR-J141-G3100.HZ-SPEED.RAW,2.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.22.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,DV,2_Conv_Feed1_OP,CNVYR-J142-G3200.HZ-SPEED.RAW,3.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.23.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,DV,2_Conv_Feed2_OP,CNVYR-J142-G3300.HZ-SPEED.RAW,3.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.24.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,DV,3_Conv_Feed1_OP,CNVYR-J143-G3400.HZ-SPEED.RAW,4.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.25.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,DV,3_Conv_Feed2_OP,CNVYR-J143-G3500.HZ-SPEED.RAW,4.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.26.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,DV,4_Conv_Feed1_OP,CNVYR-J144-G3600.HZ-SPEED.RAW,5.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.27.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,DV,4_Conv_Feed2_OP,CNVYR-J144-G3700.HZ-SPEED.RAW,5.2,0,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.28.GAIN-VAL
3.1,2_Chute_Level1,CHUTE-J142-G2110-CHUTE.LEVEL.READING,DV,Oversize_Feed,CNVYR-J153-G2200.WEIGHTOMETER.READING,10.1,0,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.29.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,Fresh_Feed,PID-J130-1.PV,1.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.1.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,1_Vibrating_Feeder1_OP,PID-J141-LIC-G1118.OP,2.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.2.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,1_Vibrating_Feeder2_OP,PID-J141-LIC-G1128.OP,2.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.3.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,2_Vibrating_Feeder1_OP,PID-J142-LIC-G1118.OP,3.1,0.193776384,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.4.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,2_Vibrating_Feeder2_OP,PID-J142-LIC-G1128.OP,3.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.5.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,3_Vibrating_Feeder1_OP,PID-J143-LIC-G1118.OP,4.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.6.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,3_Vibrating_Feeder2_OP,PID-J143-LIC-G1128.OP,4.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.7.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,4_Vibrating_Feeder1_OP,PID-J144-LIC-G1118.OP,5.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.8.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,4_Vibrating_Feeder2_OP,PID-J144-LIC-G2118.OP,5.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.9.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,1_Tert_Crusher_Cavity_Level,PID-J141-BF-PID.PV,6.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.10.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,1_Tert_Crusher_CSS,YC-J141-CC-01-CSS.PV,6.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.11.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,2_Tert_Crusher_Cavity_Level,PID-J142-BF-PID.PV,7.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.12.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,2_Tert_Crusher_CSS,YC-J142-CC-01-CCS.PV,7.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.13.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,3_Tert_Crusher_Cavity_Level,PID-J143-BF-PID.PV,8.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.14.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,3_Tert_Crusher_CSS,YC-J143-CC-01-CCS.PV,8.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.15.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,4_Tert_Crusher_Cavity_Level,PID-J144-BF-PID.PV,9.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.16.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,4_Tert_Crusher_CSS,YC-J144-CC-01-CCS.PV,9.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.17.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,MV,DMV.SP,,10.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.18.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,DV,Conv_G2700_Weightometer,CNVYR-J154-G2700.RECYCLE-WEIGHTOMETER.MPC-READING,1.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.19.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,DV,Conv_G3000_Weightometer,CNVYR-J154-G3000.TOTAL-PRODUCT-WEIGHTOMETER.MPC-READING,1.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.20.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,DV,1_Conv_Feed1_OP,CNVYR-J141-G3000.HZ-SPEED.RAW,2.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.21.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,DV,1_Conv_Feed2_OP,CNVYR-J141-G3100.HZ-SPEED.RAW,2.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.22.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,DV,2_Conv_Feed1_OP,CNVYR-J142-G3200.HZ-SPEED.RAW,3.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.23.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,DV,2_Conv_Feed2_OP,CNVYR-J142-G3300.HZ-SPEED.RAW,3.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.24.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,DV,3_Conv_Feed1_OP,CNVYR-J143-G3400.HZ-SPEED.RAW,4.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.25.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,DV,3_Conv_Feed2_OP,CNVYR-J143-G3500.HZ-SPEED.RAW,4.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.26.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,DV,4_Conv_Feed1_OP,CNVYR-J144-G3600.HZ-SPEED.RAW,5.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.27.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,DV,4_Conv_Feed2_OP,CNVYR-J144-G3700.HZ-SPEED.RAW,5.2,0,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.28.GAIN-VAL
3.2,2_Screen1_Amps,MOTOR-J142-G2118.CURRENT.READING,DV,Oversize_Feed,CNVYR-J153-G2200.WEIGHTOMETER.READING,10.1,0,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.29.GAIN-VAL
3.3,2_Chute_Level2,CHUTE-J142-G2120-CHUTE.LEVEL.READING,MV,Fresh_Feed,PID-J130-1.PV,1.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.1.GAIN-VAL
3.3,2_Chute_Level2,CHUTE-J142-G2120-CHUTE.LEVEL.READING,MV,1_Vibrating_Feeder1_OP,PID-J141-LIC-G1118.OP,2.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.2.GAIN-VAL
3.3,2_Chute_Level2,CHUTE-J142-G2120-CHUTE.LEVEL.READING,MV,1_Vibrating_Feeder2_OP,PID-J141-LIC-G1128.OP,2.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.3.GAIN-VAL
3.3,2_Chute_Level2,CHUTE-J142-G2120-CHUTE.LEVEL.READING,MV,2_Vibrating_Feeder1_OP,PID-J142-LIC-G1118.OP,3.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.4.GAIN-VAL
3.3,2_Chute_Level2,CHUTE-J142-G2120-CHUTE.LEVEL.READING,MV,2_Vibrating_Feeder2_OP,PID-J142-LIC-G1128.OP,3.2,1.289509773,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.5.GAIN-VAL
3.3,2_Chute_Level2,CHUTE-J142-G2120-CHUTE.LEVEL.READING,MV,3_Vibrating_Feeder1_OP,PID-J143-LIC-G1118.OP,4.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.6.GAIN-VAL
3.3,2_Chute_Level2,CHUTE-J142-G2120-CHUTE.LEVEL.READING,MV,3_Vibrating_Feeder2_OP,PID-J143-LIC-G1128.OP,4.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.7.GAIN-VAL
3.3,2_Chute_Level2,CHUTE-J142-G2120-CHUTE.LEVEL.READING,MV,4_Vibrating_Feeder1_OP,PID-J144-LIC-G1118.OP,5.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.8.GAIN-VAL
3.3,2_Chute_Level2,CHUTE-J142-G2120-CHUTE.LEVEL.READING,MV,4_Vibrating_Feeder2_OP,PID-J144-LIC-G2118.OP,5.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.9.GAIN-VAL
3.3,2_Chute_Level2,CHUTE-J142-G2120-CHUTE.LEVEL.READING,MV,1_Tert_Crusher_Cavity_Level,PID-J141-BF-PID.PV,6.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.10.GAIN-VAL
