NUMBER,CVNAME,CVAPETTAG,TYPE,MVDVNAME,MVDVAPETTAG,MVDVNUMBER,GAIN-VALUE,GAIN-TAG
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,Fresh_Feed,PID-J130-1.PV,1.1,0.033053093,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.1.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,1_Vibrating_Feeder1_OP,PID-J141-LIC-G1118.OP,2.1,-0.529626667,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.2.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,1_Vibrating_Feeder2_OP,PID-J141-LIC-G1128.OP,2.2,-0.529626667,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.3.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,2_Vibrating_Feeder1_OP,PID-J142-LIC-G1118.OP,3.1,-0.490163714,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.4.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,2_Vibrating_Feeder2_OP,PID-J142-LIC-G1128.OP,3.2,-0.490163714,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.5.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,3_Vibrating_Feeder1_OP,PID-J143-LIC-G1118.OP,4.1,-0.469242126,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.6.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,3_Vibrating_Feeder2_OP,PID-J143-LIC-G1128.OP,4.2,-0.469242156,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.7.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,4_Vibrating_Feeder1_OP,PID-J144-LIC-G1118.OP,5.1,-0.37427932,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.8.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,4_Vibrating_Feeder2_OP,PID-J144-LIC-G2118.OP,5.2,-0.37427932,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.9.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,1_Tert_Crusher_Cavity_Level,PID-J141-BF-PID.PV,6.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.10.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,1_Tert_Crusher_CSS,YC-J141-CC-01-CSS.PV,6.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.11.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,2_Tert_Crusher_Cavity_Level,PID-J142-BF-PID.PV,7.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.12.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,2_Tert_Crusher_CSS,YC-J142-CC-01-CCS.PV,7.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.13.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,3_Tert_Crusher_Cavity_Level,PID-J143-BF-PID.PV,8.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.14.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,3_Tert_Crusher_CSS,YC-J143-CC-01-CCS.PV,8.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.15.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,4_Tert_Crusher_Cavity_Level,PID-J144-BF-PID.PV,9.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.16.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,4_Tert_Crusher_CSS,YC-J144-CC-01-CCS.PV,9.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.17.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,MV,DMV.SP,,10.1,-0.051565066,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.18.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,DV,Conv_G2700_Weightometer,CNVYR-J154-G2700.RECYCLE-WEIGHTOMETER.MPC-READING,1.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.19.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,DV,Conv_G3000_Weightometer,CNVYR-J154-G3000.TOTAL-PRODUCT-WEIGHTOMETER.MPC-READING,1.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.20.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,DV,1_Conv_Feed1_OP,CNVYR-J141-G3000.HZ-SPEED.RAW,2.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.21.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,DV,1_Conv_Feed2_OP,CNVYR-J141-G3100.HZ-SPEED.RAW,2.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.22.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,DV,2_Conv_Feed1_OP,CNVYR-J142-G3200.HZ-SPEED.RAW,3.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.23.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,DV,2_Conv_Feed2_OP,CNVYR-J142-G3300.HZ-SPEED.RAW,3.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.24.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,DV,3_Conv_Feed1_OP,CNVYR-J143-G3400.HZ-SPEED.RAW,4.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.25.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,DV,3_Conv_Feed2_OP,CNVYR-J143-G3500.HZ-SPEED.RAW,4.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.26.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,DV,4_Conv_Feed1_OP,CNVYR-J144-G3600.HZ-SPEED.RAW,5.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.27.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,DV,4_Conv_Feed2_OP,CNVYR-J144-G3700.HZ-SPEED.RAW,5.2,0,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.28.GAIN-VAL
1.1,Average_Bin_Level,BIN8-J140-BIN-01.LEVEL-01.READING,DV,Oversize_Feed,CNVYR-J153-G2200.WEIGHTOMETER.READING,10.1,0,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_BIN_LEVEL.29.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,Fresh_Feed,PID-J130-1.PV,1.1,0.009653906,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.1.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,1_Vibrating_Feeder1_OP,PID-J141-LIC-G1118.OP,2.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.2.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,1_Vibrating_Feeder2_OP,PID-J141-LIC-G1128.OP,2.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.3.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,2_Vibrating_Feeder1_OP,PID-J142-LIC-G1118.OP,3.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.4.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,2_Vibrating_Feeder2_OP,PID-J142-LIC-G1128.OP,3.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.5.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,3_Vibrating_Feeder1_OP,PID-J143-LIC-G1118.OP,4.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.6.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,3_Vibrating_Feeder2_OP,PID-J143-LIC-G1128.OP,4.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.7.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,4_Vibrating_Feeder1_OP,PID-J144-LIC-G1118.OP,5.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.8.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,4_Vibrating_Feeder2_OP,PID-J144-LIC-G2118.OP,5.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.9.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,1_Tert_Crusher_Cavity_Level,PID-J141-BF-PID.PV,6.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.10.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,1_Tert_Crusher_CSS,YC-J141-CC-01-CSS.PV,6.2,0.382685423,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.11.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,2_Tert_Crusher_Cavity_Level,PID-J142-BF-PID.PV,7.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.12.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,2_Tert_Crusher_CSS,YC-J142-CC-01-CCS.PV,7.2,0.382685423,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.13.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,3_Tert_Crusher_Cavity_Level,PID-J143-BF-PID.PV,8.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.14.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,3_Tert_Crusher_CSS,YC-J143-CC-01-CCS.PV,8.2,0.382685423,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.15.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,4_Tert_Crusher_Cavity_Level,PID-J144-BF-PID.PV,9.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.16.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,4_Tert_Crusher_CSS,YC-J144-CC-01-CCS.PV,9.2,0.382685423,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.17.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,MV,DMV.SP,,10.1,0.010673682,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.18.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,DV,Conv_G2700_Weightometer,CNVYR-J154-G2700.RECYCLE-WEIGHTOMETER.MPC-READING,1.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.19.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,DV,Conv_G3000_Weightometer,CNVYR-J154-G3000.TOTAL-PRODUCT-WEIGHTOMETER.MPC-READING,1.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.20.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,DV,1_Conv_Feed1_OP,CNVYR-J141-G3000.HZ-SPEED.RAW,2.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.21.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,DV,1_Conv_Feed2_OP,CNVYR-J141-G3100.HZ-SPEED.RAW,2.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.22.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,DV,2_Conv_Feed1_OP,CNVYR-J142-G3200.HZ-SPEED.RAW,3.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.23.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,DV,2_Conv_Feed2_OP,CNVYR-J142-G3300.HZ-SPEED.RAW,3.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.24.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,DV,3_Conv_Feed1_OP,CNVYR-J143-G3400.HZ-SPEED.RAW,4.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.25.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,DV,3_Conv_Feed2_OP,CNVYR-J143-G3500.HZ-SPEED.RAW,4.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.26.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,DV,4_Conv_Feed1_OP,CNVYR-J144-G3600.HZ-SPEED.RAW,5.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.27.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,DV,4_Conv_Feed2_OP,CNVYR-J144-G3700.HZ-SPEED.RAW,5.2,0,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.28.GAIN-VAL
1.2,Conv_G2368_Amps,CNVYR-J153-G2300.CURRENT.READING,DV,Oversize_Feed,CNVYR-J153-G2200.WEIGHTOMETER.READING,10.1,0,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2368_AMPS.29.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,Fresh_Feed,PID-J130-1.PV,1.1,-0.004635587,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.1.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,1_Vibrating_Feeder1_OP,PID-J141-LIC-G1118.OP,2.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.2.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,1_Vibrating_Feeder2_OP,PID-J141-LIC-G1128.OP,2.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.3.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,2_Vibrating_Feeder1_OP,PID-J142-LIC-G1118.OP,3.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.4.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,2_Vibrating_Feeder2_OP,PID-J142-LIC-G1128.OP,3.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.5.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,3_Vibrating_Feeder1_OP,PID-J143-LIC-G1118.OP,4.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.6.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,3_Vibrating_Feeder2_OP,PID-J143-LIC-G1128.OP,4.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.7.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,4_Vibrating_Feeder1_OP,PID-J144-LIC-G1118.OP,5.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.8.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,4_Vibrating_Feeder2_OP,PID-J144-LIC-G2118.OP,5.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.9.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,1_Tert_Crusher_Cavity_Level,PID-J141-BF-PID.PV,6.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.10.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,1_Tert_Crusher_CSS,YC-J141-CC-01-CSS.PV,6.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.11.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,2_Tert_Crusher_Cavity_Level,PID-J142-BF-PID.PV,7.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.12.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,2_Tert_Crusher_CSS,YC-J142-CC-01-CCS.PV,7.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.13.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,3_Tert_Crusher_Cavity_Level,PID-J143-BF-PID.PV,8.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.14.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,3_Tert_Crusher_CSS,YC-J143-CC-01-CCS.PV,8.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.15.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,4_Tert_Crusher_Cavity_Level,PID-J144-BF-PID.PV,9.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.16.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,4_Tert_Crusher_CSS,YC-J144-CC-01-CCS.PV,9.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.17.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,MV,DMV.SP,,10.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.18.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,DV,Conv_G2700_Weightometer,CNVYR-J154-G2700.RECYCLE-WEIGHTOMETER.MPC-READING,1.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.19.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,DV,Conv_G3000_Weightometer,CNVYR-J154-G3000.TOTAL-PRODUCT-WEIGHTOMETER.MPC-READING,1.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.20.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,DV,1_Conv_Feed1_OP,CNVYR-J141-G3000.HZ-SPEED.RAW,2.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.21.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,DV,1_Conv_Feed2_OP,CNVYR-J141-G3100.HZ-SPEED.RAW,2.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.22.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,DV,2_Conv_Feed1_OP,CNVYR-J142-G3200.HZ-SPEED.RAW,3.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.23.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,DV,2_Conv_Feed2_OP,CNVYR-J142-G3300.HZ-SPEED.RAW,3.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.24.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,DV,3_Conv_Feed1_OP,CNVYR-J143-G3400.HZ-SPEED.RAW,4.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.25.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,DV,3_Conv_Feed2_OP,CNVYR-J143-G3500.HZ-SPEED.RAW,4.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.26.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,DV,4_Conv_Feed1_OP,CNVYR-J144-G3600.HZ-SPEED.RAW,5.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.27.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,DV,4_Conv_Feed2_OP,CNVYR-J144-G3700.HZ-SPEED.RAW,5.2,0,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.28.GAIN-VAL
1.3,Average_Stockpile_Level,APC-STOCK-PILE-J130-ST-01.LEVEL-05.READING,DV,Oversize_Feed,CNVYR-J153-G2200.WEIGHTOMETER.READING,10.1,0,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_AVERAGE_STOCKPILE_LEVEL.29.GAIN-VAL
1.4,Conv_G2168_Amps,CNVYR-CNVYR-J153-G2100.CURRENT-01.READING,MV,Fresh_Feed,PID-J130-1.PV,1.1,0.014996632,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2168_AMPS.1.GAIN-VAL
1.4,Conv_G2168_Amps,CNVYR-CNVYR-J153-G2100.CURRENT-01.READING,MV,1_Vibrating_Feeder1_OP,PID-J141-LIC-G1118.OP,2.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2168_AMPS.2.GAIN-VAL
1.4,Conv_G2168_Amps,CNVYR-CNVYR-J153-G2100.CURRENT-01.READING,MV,1_Vibrating_Feeder2_OP,PID-J141-LIC-G1128.OP,2.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2168_AMPS.3.GAIN-VAL
1.4,Conv_G2168_Amps,CNVYR-CNVYR-J153-G2100.CURRENT-01.READING,MV,2_Vibrating_Feeder1_OP,PID-J142-LIC-G1118.OP,3.1,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2168_AMPS.4.GAIN-VAL
1.4,Conv_G2168_Amps,CNVYR-CNVYR-J153-G2100.CURRENT-01.READING,MV,2_Vibrating_Feeder2_OP,PID-J142-LIC-G1128.OP,3.2,NaN,SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_CONV_G2168_AMPS.5.GAIN-VAL
