Timestamp,TagId,TagValue,Quality,etl_deleted
2024-10-16T12:28:48.086Z,34376,176.7795105,192,FALSE
2024-10-16T12:28:48.086Z,33967,85.64575195,192,FALSE
2024-10-16T12:28:51.161Z,43100,71.50144958,192,FALSE
2024-10-16T12:28:52.0956468Z,19447,0.06446287,192,FALSE
2024-10-16T12:28:52.0956468Z,19446,0.075891435,192,FALSE
2024-10-16T12:28:53.996Z,90719,194.1398163,192,FALSE
2024-10-16T12:28:59.036Z,19704,25.20000076,192,FALSE
2024-10-16T12:29:02.18Z,16536,64.87169647,192,FALSE
2024-10-16T12:29:03Z,54893,0.125007287,192,FALSE
2024-10-16T12:29:03Z,38844,537.0186768,192,FALSE
2024-10-16T12:29:03Z,54901,0.889124155,192,FALSE
2024-10-16T12:29:03.287Z,57007,191639,192,FALSE
2024-10-16T12:29:03.676Z,18327,81,192,FALSE
2024-10-16T12:29:04.175Z,90098,0.129198998,192,FALSE
2024-10-16T12:29:04.583Z,18350,67,192,FALSE
2024-10-16T12:29:04.6483973Z,3446,176.8229065,192,FALSE
2024-10-16T12:29:04.6483973Z,3635,305.6423645,192,FALSE
2024-10-16T12:29:04.6483973Z,3244,31.96614647,192,FALSE
2024-10-16T12:29:04.6483973Z,3283,504.4328613,192,FALSE
2024-10-16T12:29:04.6483973Z,5053,-0.314202905,192,FALSE
2024-10-16T12:29:04.6483973Z,50739,48.13368225,192,FALSE
2024-10-16T12:29:07.985Z,14436,1,192,FALSE
2024-10-16T12:29:08.7323388Z,19280,36.50166702,192,FALSE
2024-10-16T12:29:09.034Z,19921,0.06020277,192,FALSE
2024-10-16T12:29:10.361Z,90320,0.679488003,192,FALSE
2024-10-16T12:29:14.7162839Z,3901,11.10000038,192,FALSE
2024-10-16T12:29:14.7162839Z,40096,0.006825048,192,FALSE
2024-10-16T12:29:14.7162839Z,18429,80,192,FALSE
2024-10-16T12:29:14.7162839Z,52402,51.25868225,192,FALSE
2024-10-16T12:29:14.7162839Z,4803,4.553601742,192,FALSE
2024-10-16T12:29:15.0216528Z,6278,0.578703701,192,FALSE
2024-10-16T12:29:18.4218756Z,7675,116.8282471,192,FALSE
2024-10-16T12:29:19.6138245Z,51965,38.19444275,192,FALSE
2024-10-16T12:29:20.504Z,11661,35.36783218,192,FALSE
2024-10-16T12:29:24.1Z,11087,44807.51563,192,FALSE
2024-10-16T12:29:24.6421718Z,2081,193.9020081,192,FALSE
2024-10-16T12:29:24.6421718Z,29334,349.852417,192,FALSE
2024-10-16T12:29:24.6421718Z,3784,195.9635468,192,FALSE
2024-10-16T12:29:24.6421718Z,40124,-0.743643701,192,FALSE
2024-10-16T12:29:26.0199718Z,8838,160.15625,192,FALSE
2024-10-16T12:29:28.1069705Z,19195,0.109639287,192,FALSE
2024-10-16T12:29:28.1069705Z,6315,0.007829666,192,FALSE
2024-10-16T12:29:29.767Z,40819,0.608726859,192,FALSE
2024-10-16T12:29:31.5199111Z,47153,42.10069275,192,FALSE
2024-10-16T12:29:32.6169145Z,50870,69.00475311,192,FALSE
2024-10-16T12:29:33Z,53060,63.40000153,192,FALSE
2024-10-16T12:29:33.7541704Z,92776,473308,192,FALSE
2024-10-16T12:29:34.6390635Z,1206,72.13459778,192,FALSE
2024-10-16T12:29:34.6390635Z,1383,0.683932543,192,FALSE
2024-10-16T12:29:34.6390635Z,5040,2.213997841,192,FALSE
2024-10-16T12:29:34.6390635Z,3033,7.21932888,192,FALSE
2024-10-16T12:29:34.6390635Z,5086,0.816708505,192,FALSE
2024-10-16T12:29:34.6390635Z,1275,67.09999847,192,FALSE
2024-10-16T12:29:36.0667968Z,7362,2.517359734,192,FALSE
2024-10-16T12:29:37.959Z,11051,41,192,FALSE
2024-10-16T12:29:38.034Z,90601,0.694868982,192,FALSE
2024-10-16T12:29:38.404019Z,92891,0,1216,FALSE
2024-10-16T12:29:38.49Z,11039,39,192,FALSE
2024-10-16T12:29:39.796Z,11697,5402.59668,192,FALSE
2024-10-16T12:29:44.004Z,90486,0.200069994,192,FALSE
2024-10-16T12:29:44.1534953Z,10754,67.4294281,192,FALSE
2024-10-16T12:29:44.6489278Z,3285,141.40625,192,FALSE
2024-10-16T12:29:44.6489278Z,54618,-0.895863831,192,FALSE
2024-10-16T12:29:44.6489278Z,91011,17.97167778,192,FALSE
2024-10-16T12:29:44.6489278Z,1038,7.579571724,192,FALSE
2024-10-16T12:29:44.6489278Z,5218,1183.580688,192,FALSE
2024-10-16T12:29:44.6489278Z,3414,469.7341919,192,FALSE
2024-10-16T12:29:44.6489278Z,2454,277.300354,192,FALSE
2024-10-16T12:29:49.5467957Z,46667,393001,192,FALSE
2024-10-16T12:29:50.029Z,90697,0.005588,192,FALSE
2024-10-16T12:29:53.452Z,11666,35.40602112,192,FALSE
2024-10-16T12:29:54.108Z,18330,77,192,FALSE
2024-10-16T12:29:54.187Z,11162,0.03994922,192,FALSE
2024-10-16T12:29:54.6708213Z,52405,71.13715363,192,FALSE
2024-10-16T12:29:54.6708213Z,29416,437.2858887,192,FALSE
2024-10-16T12:29:54.6708213Z,4155,54.26666641,192,FALSE
2024-10-16T12:29:54.6708213Z,4960,-121.6615295,192,FALSE
2024-10-16T12:29:54.6708213Z,50690,70.703125,192,FALSE
2024-10-16T12:29:54.6708213Z,1205,632.6499023,192,FALSE
2024-10-16T12:29:54.6708213Z,2788,1.067708373,192,FALSE
2024-10-16T12:29:55.6609033Z,6021,3253.993164,192,FALSE
2024-10-16T12:29:57.213Z,16648,3.74725008,192,FALSE
2024-10-16T12:30:00.195Z,90305,0.042686,192,FALSE
2024-10-16T12:30:01.091Z,90592,0.01224,192,FALSE
2024-10-16T12:30:01.312Z,57403,1175,192,FALSE
2024-10-16T12:30:03.081Z,89192,21,192,FALSE
2024-10-16T12:30:04.616Z,12102,8.500599861,192,FALSE
2024-10-16T12:30:04.7076259Z,1915,596.5061035,192,FALSE
2024-10-16T12:30:06.938Z,11115,7567.681641,192,FALSE
2024-10-16T12:30:07.827Z,16774,77.44024658,192,FALSE
2024-10-16T12:30:08.011Z,36164,95.59999847,192,FALSE
2024-10-16T12:30:08.8275628Z,47117,33.56481552,192,FALSE
2024-10-16T12:30:09.5484044Z,8636,40.04629517,192,FALSE
2024-10-16T12:30:13.751Z,43204,71.90785217,192,FALSE
2024-10-16T12:30:14.6515168Z,3281,528.9901733,192,FALSE
2024-10-16T12:30:14.6515168Z,4922,-189.8207855,192,FALSE
2024-10-16T12:30:14.6515168Z,1785,3248.321777,192,FALSE
2024-10-16T12:30:16.0457298Z,8862,18.4317131,192,FALSE
2024-10-16T12:30:24.5934105Z,3160,37.70000076,192,FALSE
2024-10-16T12:30:24.5934105Z,5240,-3.416276693,192,FALSE
