IDX_TagName,IDX_Description,IDX_Minimum,IDX_Maximum,Timestamp,ValueString,ValueReal
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL2.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL2.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL2.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL2.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CONV_G3000_WEIGHTOMETER.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CONV_G3000_WEIGHTOMETER.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CONV_G3000_WEIGHTOMETER.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G3068_AMPS.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G3068_AMPS.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G3068_AMPS.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G2968_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G2968_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G2968_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_BIN_LEVEL4.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_BIN_LEVEL4.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_BIN_LEVEL4.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL2.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL2.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL2.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G3068_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G3068_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G3068_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN2_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN2_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN2_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CONV_G2868_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CONV_G2868_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CONV_G2868_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_SCREEN1_AMPS.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_SCREEN1_AMPS.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_SCREEN1_AMPS.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL2.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL2.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL2.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_BIN_LEVEL5.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_BIN_LEVEL5.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_BIN_LEVEL5.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G3068_AMPS.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G3068_AMPS.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G3068_AMPS.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN2_AMPS.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN2_AMPS.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN2_AMPS.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_BIN_LEVEL3.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G3000_WEIGHTOMETER.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G3000_WEIGHTOMETER.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_CONV_G3000_WEIGHTOMETER.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL1.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL1.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL1.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_SCREEN1_AMPS.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL1.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL1.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL1.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CHUTE_LEVEL1.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CONV_G3068_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CONV_G3068_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CONV_G3068_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_SCREEN2_AMPS.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_SCREEN2_AMPS.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_SCREEN2_AMPS.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.APC-J141_LIC_005C.PROFIT_MOTOR-J141-G3128.POWER.MPC-PV.PREDICTION-QUALITY,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_BIN_LEVEL5.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_BIN_LEVEL5.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_BIN_LEVEL5.32.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_BIN_LEVEL7.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_BIN_LEVEL7.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_3_BIN_LEVEL7.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_SCREEN1_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_SCREEN1_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_SCREEN1_AMPS.33.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL1.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL1.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_1_CHUTE_LEVEL1.30.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
SIS-JIG.SEP.PWO-SEP_T-CRUSHING.PROFIT_2_CONV_G3068_AMPS.31.GAIN-VAL,,0,0,2024-10-14T10:06:59.7929014Z,0,0
